"","klasifikasi","score","text"
"1156","Netral",0," rn acctually flew subsidary wings april "
"1157","Positif",1," left time arrived time fair service cabincrew didn relaise "
"1158","Negatif",-1," rn delay hours april "
"1159","Negatif",-5," bangkok jakarta delay make arrive jakarta time jakarta jogjakarta afraid time make direct gate time minute depart time delay announce give break delay "
"1160","Netral",0," rn april "
"1161","Netral",0," flew time service awesome offered full board service lcc offered lower price ticket cut full board service flew denpasar makasar ambon route personally terrible "
"1162","Negatif",-2," rn delay poor handling april "
"1163","Negatif",-2," original schedule sms schedule moved earlier time boarding time airport speaker announced delay hour hour waiting happened asked gate counter delayed hour finally board management "
"1164","Positif",1," rn experience good april "
"1165","Netral",0," flew busy loy krathong period time airports busy "
"1166","Negatif",-1," rn delayed flights april "
"1167","Negatif",-1," airlines offer cheap price time management bit slow good complain offer cheaper price includes luggage "
"1168","Negatif",-2," rn bad service bad mood employees april "
"1169","Netral",0," domestic expect good quality service experienced bad service looked employees mad mood entered plane big smile companies good landing airplane bad "
"1170","Positif",1," rn good service low cost april "
"1171","Positif",4," unlike low cost airlines competitively priced offering kg baggage seat selection free aircraft brand boeing timely departure attentive crew pleasantly surprised "
"1172","Netral",0," rn expectation april "
"1173","Positif",2," improve service load baggage kg carry kg kg snack seat perfect "
"1174","Netral",0," rn expectation april "
"1175","Positif",2," price reasonable domestic short snack passengers expectation excellent service "
"1176","Positif",1," rn great april "
"1177","Netral",0," complained good comments kind aircraft flew served snack round trip "
"1178","Negatif",-3," rn delayed delayed delayed april "
"1179","Negatif",-2," flown times times delayed complaints make plenty time connecting "
"1180","Netral",0," rn flying singapore jakarta april "
"1181","Negatif",-4," singapore changi airport soekarno hatta airport jakarta waiting taxi bad arrived pm taxi hours complain days back taxi strike jakarta famous traffic jam bad "
"1182","Negatif",-3," rn experienced delay bad delay management march "
"1183","Negatif",-5," airlines lot boeing aircraft gave cheap price cheap price related cheap hospitality service land crews public attention crime case passenger baggage check counter officer complain services overload passenger late check "
"1184","Netral",0," rn wings march "
"1185","Positif",1," airlines destination wings providing good services time schedule thing recognize compare reputations "
"1186","Negatif",-1," rn delayed march "
"1187","Negatif",-1," waiting line luggage service slow wrong information cheapest "
"1188","Netral",0," rn aircraft march "
"1189","Netral",0," low cost airlines flown boeing er good aircraft pilot experience landing delayed mnts "
"1190","Positif",1," rn good budget option march "
"1191","Positif",2," thai preferred budget main reason offers checked baggage seat selection free flights delayed ’ lucky free snacks served board "
"1192","Netral",0," rn pay march "
"1193","Negatif",-3," notorious delay waiting denpasar flights yogya balikpapan time high hopes delayed hour affected arrival time service entertainment "
"1194","Positif",1," rn good price good aircraft delayed frequently march "
"1195","Negatif",-1," fly cheap price reasonable aircraft series learn manage time frustating delayed "
"1196","Netral",0," rn cheap low cost airliner nice crew airplanes march "
"1197","Positif",2," low cost carrier takes question nice crew pretty airplanes biggest low cost airliners world "
"1198","Netral",0," rn late midern aircraft march "
"1199","Netral",0," short duration daylight flights scheduling rarely time making nightvarrivals nightmare comfortable leatherette seats food drink plane "
"1200","Negatif",-1," rn everithing delayed fligth march "
"1201","Positif",1," fly enjoy booking ticketing process afford fare thing love fail manage delayed "
"1202","Netral",0," rn comfy cheap march "
"1203","Negatif",-2," hour half hours delay airport machines bit scared "
"1204","Positif",1," rn smooth march "
"1205","Positif",1," operated boeing er sector jakarta denpasar check smooth airport announcement loud understood control boarding easy managed move back aircraft seats unoccupied seat pitch tight average height "
"1206","Positif",1," rn incredible promo march "
"1207","Positif",1," reserve pay online book incredible promo euro single pay local indomaret receipt check thought joke pay additional charge decent "
"1208","Positif",1," rn perfect price quality ratio march "
"1209","Positif",3," paid eur return ticket jakarta denpasar flew brand airbus months interior cabin clean seats comfortable legroom good cm departed hour late "
"1210","Negatif",-1," rn incompetent staff march "
"1211","Negatif",-1," travelled don muenag singapore back bangkok planes similar low cost airlines standard flights queue check baggage drop slow fiew desks open crew unexperienced made queue longer plane "
"1212","Netral",0," rn time march "
"1213","Negatif",-2," reason airlines make trip schedule late usual hour half hours return trip planes aren cleaned lying lie "
"1214","Positif",2," rn reasonable price free loading luggage kgs march "
"1215","Positif",4," thai low cost reasonable price fly phuket bangkok time table suitable work people leave work reach friday night bangkok reserve seat advance month price baht "
"1216","Netral",0," rn st choice march "
"1217","Positif",1," frequent traveler jakarta singapore route economical personal expense choice route budget prices baggage included hidden costs navigation online booking board alight "
"1218","Negatif",-1," rn awful journey february "
"1219","Negatif",-1," time time complained toodenpasar surabaya minutes delayed announcement good reason hours "
"1220","Netral",0," rn stars february "
"1221","Negatif",-3," absolutely awful delayed hours compensation wouldn give time leave minutes minutes finally arrived bali missed connecting homeless money night airport staff "
"1222","Netral",0," rn confirtabel time february "
"1223","Positif",1," comfortable flying juts time delay whatsoever make happy "
"1224","Netral",0," rn february "
"1225","Positif",1," service fairly good free snacks cheap wafer small container water comfortable unlike asia notoriously unreliable destination time held traffic bangkok inflight menu choose "
"1226","Netral",0," rn february "
"1227","Negatif",-3," fly surat friend wedding bought fare thb nok travelling thai remember delay waiting opened noisy thai songs cabin crews walked lound step stepts vibrate seats "
"1228","Netral",0," rn tropical february "
"1229","Negatif",-1," doesn adhere schedule don mind waiting hours thirty minute book hour delay explanation assistance bottle water biscuit home "
"1230","Negatif",-1," rn uncomfortable february "
"1231","Netral",0," fleet aircraft boeing er model longer compared models bigger plane bigger space airlines maximise passenger load putting seats biggest compromise legroom seats recline feet tall sit knees "
"1232","Negatif",-2," rn cheap problems february "
"1233","Negatif",-3," usual book save money fly risk happy hours delay bali hour delay return understand problems happen fly low price "
"1234","Negatif",-1," rn good flights delayed bumpy landing february "
"1235","Positif",1," website booking service simple check baggage claim flights fine delayed comfortable pleasant extremely bumpy unnerving experienced traveler review found helpful "
"1236","Positif",1," rn nice february "
"1237","Positif",2," discount great fast thailand cheap comfortable serve cookies water free charge minus delays uptill hour late "
"1238","Negatif",-1," rn king delayed february "
"1239","Negatif",-5," time precision worst delayed time ve hour delay carrier business uncommon delayed stereotype "
"1240","Negatif",-1," rn continue disappoint february "
"1241","Negatif",-4," developed attitude price widest choice flights compete don care customer customer service attitude appalling service interface customers check poor delays flights worst pay attention "
"1242","Netral",0," rn february "
"1243","Negatif",-4," issues unsatisfying services delay flights stolen luggage eyes centered hit problems past thought clean sins customers didn find problem fixed "
"1244","Positif",1," rn wings experience good february "
"1245","Negatif",-1," im transit lombok praya stewardess airplane transiting lombok destination denpasar arrival hall heard called boarding call confused asked staff "
"1246","Positif",1," rn good price february "
"1247","Positif",3," flown couple times domestic int flights route offer cheaper price asia domestic budget airlines service hot meal plane sale snack drink good offer checked baggage "
"1248","Negatif",-1," rn delay february "
"1249","Negatif",-2," lombok international airport pm pm pm announcement delayed pm disapointed informed early spend menit sasak sade village "
"1250","Netral",0," rn greatest delay february "
"1251","Positif",3," good problem delay good ticket attendant pretty handsome smile baggage cabin "
"1252","Netral",0," rn time february "
"1253","Positif",3," flew surabaya juanda balikpapan sepinggan airport january chose earliest time happy service time precious time scheduled bravo "
"1254","Negatif",-1," rn leader delayed flights february "
"1255","Positif",1," airplane good save money travel assure tight scheduled meetings constant record delays "
"1256","Positif",1," rn favorite february "
"1257","Positif",1," spent months travelling flew flights minutes late doesn effect free kg check bag "
"1258","Netral",0," rn low cost connection february "
"1259","Positif",1," jakarta bali minutes lots low companies operating sector decided book minute choose fly cheapest didnt luggage fact check "
"1260","Netral",0," rn january "
"1261","Negatif",-1," bad experience changed gate confirmation announcement final call suddenly run gate surprise staff plane mnts gate change great tagline cry "
"1262","Positif",1," rn low cost nice january "
"1263","Positif",1," low cost route provide private screen movies entertainment program board served snack water free "
